Age,Gender,Country,family_history,self_employed,no_employees,tech_company,Organizational_Care_1,Organizational_Care_2,Organizational_Access,Organizational_Support,Organizational_Protection,Organizational_Leave,mentalhealthconsequence,coworkers,supervisors,mentalimportance,mh_current,mh_diagnosed,mh_past,mh_treated,work_interfere_impact,work_interfere_treated,work_interfere_untreated,Organizational_Care_1_clean,Organizational_Access_clean,Organizational_Support_clean,Organizational_Protection_clean,Organizational_Leave_clean
36.0,Male,India,I don't know,0,More than 1000,True,0.0,1.0,0.0,0.0,1.0,4.0,"Yes, I observed",No,Yes,1.0,No,No response,Yes,1,Unknown,Often,Often,No,No,No,Yes,Somewhat difficult
28.0,Female,United States of America,Yes,0,6-25,False,0.0,0.0,0.0,1.0,2.0,3.0,"Yes, I experienced",Maybe,Some of my previous supervisors,2.0,Yes,Yes,Yes,1,Unknown,Often,Often,No,No,Yes,I don't know,Neither easy nor difficult
27.0,Female,United States of America,I don't know,0,500-1000,True,1.0,0.0,1.0,0.0,2.0,3.0,Maybe/Not sure,Maybe,"No, none of my previous supervisors",2.0,Possibly,No response,Possibly,1,Unknown,Sometimes,Sometimes,Yes,Yes,No,I don't know,Neither easy nor difficult
47.0,Unknown,United States of America,Yes,0,26-100,True,1.0,0.0,1.0,0.0,1.0,1.0,Maybe/Not sure,No,Some of my previous supervisors,5.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,Yes,Yes,No,Yes,Very easy
25.0,Male,India,I don't know,0,26-100,True,2.0,0.0,0.0,0.0,2.0,,Maybe/Not sure,Maybe,"No, none of my previous supervisors",3.0,Yes,Yes,Possibly,1,Unknown,Rarely,Sometimes,I don't know,No,No,I don't know,I don't know
30.0,Female,United States of America,No,0,100-500,True,2.0,0.0,0.0,0.0,2.0,2.0,Maybe/Not sure,Yes,Yes,3.0,No,No response,Possibly,1,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Somewhat easy
45.0,Male,United States of America,Yes,0,100-500,False,,2.0,0.0,2.0,2.0,,"Yes, I experienced",No,"No, none of my previous supervisors",5.0,Yes,Yes,Yes,1,Unknown,Rarely,Sometimes,Not eligible for coverage / NA,No,I don't know,I don't know,I don't know
41.0,Other,Afghanistan,Yes,1,Unknown,Unknown,,,,,,,No,Unknown,I don't know,Unknown,Possibly,No response,Don't Know,0,Yes,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
24.0,Female,South Africa,I don't know,0,6-25,True,0.0,0.0,,0.0,0.0,3.0,"Yes, I experienced",Maybe,"No, none of my previous supervisors",2.0,Possibly,No response,No,1,Unknown,Not applicable to me,Sometimes,No,Unknown,No,No,Neither easy nor difficult
26.0,Female,United States of America,I don't know,0,More than 1000,True,2.0,0.0,0.0,0.0,1.0,2.0,No,Maybe,I don't know,2.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,Yes,Somewhat easy
32.0,Female,United States of America,Yes,0,More than 1000,True,1.0,0.0,1.0,0.0,2.0,3.0,"Yes, I experienced",No,Some of my previous supervisors,3.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,No,I don't know,Neither easy nor difficult
43.0,Female,United States of America,Yes,0,More than 1000,True,1.0,1.0,1.0,1.0,2.0,5.0,"Yes, I observed",Maybe,Some of my previous supervisors,5.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,Yes,I don't know,Difficult
37.0,Male,United States of America,No,1,Unknown,Unknown,,,,,,,No,Unknown,Some of my previous supervisors,Unknown,No,No response,No,0,Not applicable to me,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
51.0,Male,United States of America,Yes,0,500-1000,False,2.0,2.0,0.0,2.0,2.0,2.0,"Yes, I observed",Maybe,Some of my previous supervisors,5.0,Yes,Yes,Possibly,1,Unknown,Rarely,Sometimes,I don't know,No,I don't know,I don't know,Somewhat easy
56.0,Male,United States of America,No,1,Unknown,Unknown,,,,,,,Maybe/Not sure,Unknown,"No, none of my previous supervisors",Unknown,No,No response,No,0,Not applicable to me,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
30.0,Male,United States of America,Yes,0,500-1000,False,1.0,1.0,1.0,1.0,2.0,3.0,"Yes, I observed",Maybe,Yes,7.0,Possibly,No response,Yes,1,Unknown,Sometimes,Sometimes,Yes,Yes,Yes,I don't know,Neither easy nor difficult
48.0,Other,United States of America,Yes,0,26-100,True,2.0,0.0,0.0,0.0,2.0,2.0,No,No,"No, none of my previous supervisors",2.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Somewhat easy
28.0,Female,United States of America,I don't know,0,100-500,True,1.0,0.0,1.0,0.0,2.0,4.0,Maybe/Not sure,No,"No, none of my previous supervisors",5.0,Yes,Yes,Yes,1,Unknown,Rarely,Sometimes,Yes,Yes,No,I don't know,Somewhat difficult
26.0,Female,United States of America,No,0,6-25,True,0.0,0.0,0.0,0.0,2.0,2.0,"Yes, I observed",Yes,Some of my previous supervisors,2.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,No,No,No,I don't know,Somewhat easy
45.0,Male,United States of America,No,0,6-25,False,0.0,0.0,,0.0,0.0,4.0,No,No,Some of my previous supervisors,2.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,No,Unknown,No,No,Somewhat difficult
37.0,Male,Estonia,No,0,26-100,True,1.0,1.0,1.0,1.0,1.0,2.0,Maybe/Not sure,No,Some of my previous supervisors,8.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Somewhat easy
42.0,Female,United Kingdom,I don't know,0,100-500,True,1.0,1.0,0.0,1.0,1.0,1.0,Maybe/Not sure,Yes,"No, none of my previous supervisors",7.0,Yes,Yes,Yes,1,Unknown,Often,Often,Yes,No,Yes,Yes,Very easy
34.0,Male,United States of America,I don't know,0,26-100,True,2.0,0.0,0.0,0.0,2.0,2.0,"Yes, I experienced",Maybe,I don't know,5.0,Yes,Yes,Possibly,1,Unknown,Sometimes,Often,I don't know,No,No,I don't know,Somewhat easy
35.0,Female,India,Yes,0,More than 1000,True,2.0,1.0,0.0,1.0,2.0,5.0,"Yes, I observed",Maybe,"No, none of my previous supervisors",5.0,No,No response,Possibly,1,Unknown,Rarely,Rarely,I don't know,No,Yes,I don't know,Difficult
28.0,Male,Mexico,No,0,More than 1000,False,1.0,0.0,0.0,0.0,2.0,,No,Yes,Yes,0.0,Yes,Yes,No,1,Unknown,Often,Often,Yes,No,No,I don't know,I don't know
26.0,Male,India,I don't know,0,26-100,True,2.0,0.0,0.0,0.0,2.0,2.0,Maybe/Not sure,Yes,"No, none of my previous supervisors",5.0,No,No response,No,1,Unknown,Sometimes,Sometimes,I don't know,No,No,I don't know,Somewhat easy
34.0,Female,India,No,0,100-500,False,2.0,0.0,0.0,0.0,0.0,2.0,No,No,Yes,0.0,Don't Know,No response,No,0,Unknown,Not applicable to me,Never,I don't know,No,No,No,Somewhat easy
28.0,Unknown,India,No,0,More than 1000,True,2.0,0.0,0.0,0.0,2.0,4.0,"Yes, I experienced",No,Some of my previous supervisors,1.0,No,No response,No,0,Unknown,Rarely,Rarely,I don't know,No,No,I don't know,Somewhat difficult
34.0,Female,United States of America,Yes,0,100-500,True,1.0,1.0,1.0,1.0,2.0,2.0,"Yes, I observed",Maybe,"No, none of my previous supervisors",7.0,No,No response,Yes,1,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,I don't know,Somewhat easy
45.0,Male,Ireland,No,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Some of my previous supervisors,Unknown,No,No response,No,0,Yes,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
59.0,Female,United Kingdom,I don't know,1,Unknown,Unknown,,,,,,,"Yes, I experienced",Unknown,"No, none of my previous supervisors",Unknown,Possibly,No response,Yes,1,Yes,Sometimes,Often,Unknown,Unknown,Unknown,Unknown,Unknown
41.0,Male,United States of America,Yes,0,26-100,True,2.0,0.0,0.0,0.0,2.0,5.0,"Yes, I experienced",Maybe,Some of my previous supervisors,0.0,Yes,Yes,Yes,1,Unknown,Often,Often,I don't know,No,No,I don't know,Difficult
38.0,Unknown,United States of America,Yes,0,More than 1000,False,1.0,2.0,0.0,2.0,1.0,2.0,Maybe/Not sure,Yes,Some of my previous supervisors,5.0,Yes,Yes,Yes,1,Unknown,Sometimes,Sometimes,Yes,No,I don't know,Yes,Somewhat easy
42.0,Female,United States of America,Yes,0,More than 1000,True,1.0,1.0,1.0,1.0,2.0,2.0,No,Maybe,Some of my previous supervisors,8.0,No,No response,Possibly,1,Unknown,Sometimes,Not applicable to me,Yes,Yes,Yes,I don't know,Somewhat easy
21.0,Male,United States of America,Yes,0,100-500,True,2.0,2.0,,0.0,1.0,1.0,No,Yes,Some of my previous supervisors,8.0,Yes,Yes,Don't Know,1,Unknown,Rarely,Often,I don't know,Unknown,No,Yes,Very easy
30.0,Female,United States of America,Yes,0,26-100,True,1.0,0.0,1.0,1.0,1.0,4.0,"Yes, I observed",Yes,Some of my previous supervisors,3.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Somewhat difficult
46.0,Male,United States of America,No,0,100-500,True,1.0,1.0,1.0,1.0,1.0,,No,Yes,Some of my previous supervisors,8.0,Yes,Yes,Possibly,1,Unknown,Rarely,Sometimes,Yes,Yes,Yes,Yes,I don't know
36.0,Female,United States of America,Yes,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,"No, none of my previous supervisors",Unknown,Yes,Yes,Yes,1,Yes,Rarely,Often,Unknown,Unknown,Unknown,Unknown,Unknown
41.0,Male,India,No,0,More than 1000,True,2.0,0.0,1.0,0.0,1.0,4.0,No,No,Some of my previous supervisors,4.0,No,No response,No,0,Unknown,Never,Never,I don't know,Yes,No,Yes,Somewhat difficult
33.0,Female,Portugal,No,1,Unknown,Unknown,,,,,,,No,Unknown,"No, none of my previous supervisors",Unknown,Yes,Yes,Yes,1,Yes,Sometimes,Often,Unknown,Unknown,Unknown,Unknown,Unknown
41.0,Male,Estonia,No,0,1-5,True,1.0,1.0,0.0,0.0,2.0,4.0,"Yes, I observed",Maybe,Some of my previous supervisors,3.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,No,No,I don't know,Somewhat difficult
25.0,Male,United Kingdom,Yes,0,More than 1000,False,1.0,1.0,1.0,0.0,2.0,2.0,No,No,Yes,5.0,Possibly,No response,Possibly,0,Unknown,Often,Often,Yes,Yes,No,I don't know,Somewhat easy
27.0,Other,Germany,Yes,0,6-25,True,0.0,0.0,0.0,1.0,0.0,4.0,"Yes, I observed",Maybe,Yes,3.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,No,No,Yes,No,Somewhat difficult
47.0,Female,United States of America,I don't know,0,More than 1000,True,2.0,1.0,0.0,1.0,2.0,,"Yes, I experienced",Yes,"No, none of my previous supervisors",6.0,Yes,Yes,Yes,1,Unknown,Never,Often,I don't know,No,Yes,I don't know,I don't know
24.0,Male,United States of America,I don't know,0,26-100,True,1.0,2.0,1.0,0.0,1.0,2.0,No,Maybe,"No, none of my previous supervisors",5.0,Yes,Yes,Yes,1,Unknown,Not applicable to me,Often,Yes,Yes,No,Yes,Somewhat easy
40.0,Male,United States of America,No,0,More than 1000,True,1.0,1.0,1.0,1.0,1.0,2.0,No,Yes,"Yes, all of my previous supervisors",7.0,Yes,Yes,No,1,Unknown,Often,Often,Yes,Yes,Yes,Yes,Somewhat easy
37.0,Male,United States of America,I don't know,0,100-500,True,1.0,0.0,1.0,0.0,2.0,3.0,"Yes, I observed",No,Some of my previous supervisors,5.0,No,No response,No,1,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,No,I don't know,Neither easy nor difficult
38.0,Male,United States of America,I don't know,0,More than 1000,True,2.0,1.0,0.0,0.0,2.0,2.0,"Yes, I observed",Maybe,Some of my previous supervisors,3.0,Don't Know,No response,No,0,Unknown,Sometimes,Sometimes,I don't know,No,No,I don't know,Somewhat easy
47.0,Male,United States of America,No,0,More than 1000,True,2.0,1.0,0.0,2.0,2.0,4.0,"Yes, I observed",Yes,"No, none of my previous supervisors",0.0,No,No response,No,1,Unknown,Rarely,Sometimes,I don't know,No,I don't know,I don't know,Somewhat difficult
30.0,Female,United States of America,Yes,0,More than 1000,True,1.0,1.0,1.0,1.0,1.0,3.0,"Yes, I observed",Maybe,Some of my previous supervisors,5.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,Yes,Yes,Yes,Yes,Neither easy nor difficult
24.0,Female,United States of America,Yes,0,26-100,False,,0.0,,0.0,2.0,4.0,"Yes, I observed",Maybe,Yes,0.0,Possibly,No response,Yes,1,Unknown,Often,Often,Not eligible for coverage / NA,Unknown,No,I don't know,Somewhat difficult
38.0,Female,United States of America,Yes,0,More than 1000,False,1.0,1.0,1.0,0.0,1.0,4.0,Maybe/Not sure,Maybe,Yes,3.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,Yes,Yes,No,Yes,Somewhat difficult
42.0,Male,Canada,Yes,0,6-25,True,1.0,1.0,1.0,1.0,2.0,1.0,No,Yes,Some of my previous supervisors,9.0,Yes,Yes,No,1,Unknown,Rarely,Not applicable to me,Yes,Yes,Yes,I don't know,Very easy
39.0,Male,Greece,No,0,100-500,True,0.0,0.0,0.0,0.0,2.0,1.0,Maybe/Not sure,No,Some of my previous supervisors,0.0,No,No response,Possibly,0,Unknown,Not applicable to me,Not applicable to me,No,No,No,I don't know,Very easy
42.0,Male,United States of America,I don't know,0,More than 1000,True,2.0,2.0,0.0,0.0,1.0,,No,No,"No, none of my previous supervisors",0.0,Possibly,No response,Yes,1,Unknown,Rarely,Sometimes,I don't know,No,No,Yes,I don't know
47.0,Male,United States of America,Yes,0,More than 1000,False,1.0,2.0,1.0,0.0,1.0,1.0,"Yes, I experienced",Maybe,"Yes, all of my previous supervisors",8.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,Yes,Yes,No,Yes,Very easy
29.0,Male,Poland,No,0,More than 1000,True,1.0,0.0,1.0,0.0,1.0,,No,Yes,Some of my previous supervisors,1.0,No,No response,No,0,Unknown,Not applicable to me,Sometimes,Yes,Yes,No,Yes,I don't know
55.0,Male,United States of America,Yes,0,More than 1000,True,1.0,2.0,1.0,1.0,2.0,2.0,No,No,Yes,2.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,I don't know,Somewhat easy
34.0,Other,United States of America,Yes,0,500-1000,True,2.0,2.0,0.0,2.0,2.0,1.0,"Yes, I experienced",Maybe,I don't know,5.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,I don't know,No,I don't know,I don't know,Very easy
45.0,Male,Japan,No,0,More than 1000,True,1.0,1.0,1.0,1.0,1.0,2.0,Maybe/Not sure,Yes,"Yes, all of my previous supervisors",9.0,No,No response,Possibly,1,Unknown,Sometimes,Sometimes,Yes,Yes,Yes,Yes,Somewhat easy
46.0,Male,United Kingdom,Yes,0,More than 1000,False,2.0,1.0,,1.0,1.0,3.0,No,No,"No, none of my previous supervisors",5.0,No,No response,Possibly,0,Unknown,Not applicable to me,Not applicable to me,I don't know,Unknown,Yes,Yes,Neither easy nor difficult
23.0,Female,India,I don't know,0,More than 1000,False,1.0,1.0,0.0,0.0,2.0,4.0,No,Yes,Yes,1.0,Possibly,No response,Possibly,0,Unknown,Sometimes,Often,Yes,No,No,I don't know,Somewhat difficult
22.0,Female,United States of America,Yes,0,100-500,False,0.0,0.0,0.0,0.0,0.0,4.0,No,No,Yes,6.0,Possibly,No response,Possibly,1,Unknown,Often,Often,No,No,No,No,Somewhat difficult
30.0,Male,New Zealand,Yes,0,26-100,True,0.0,0.0,,0.0,2.0,3.0,Maybe/Not sure,Maybe,"No, none of my previous supervisors",4.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,No,Unknown,No,I don't know,Neither easy nor difficult
27.0,Male,United States of America,I don't know,1,Unknown,Unknown,,,,,,,"Yes, I experienced",Unknown,"Yes, all of my previous supervisors",Unknown,Yes,Yes,Yes,1,No,Sometimes,Often,Unknown,Unknown,Unknown,Unknown,Unknown
42.0,Female,United States of America,Yes,0,100-500,True,1.0,2.0,0.0,0.0,2.0,4.0,Maybe/Not sure,No,"No, none of my previous supervisors",2.0,Yes,Yes,Yes,1,Unknown,Often,Often,Yes,No,No,I don't know,Somewhat difficult
26.0,Female,Brazil,Yes,0,26-100,True,1.0,0.0,0.0,0.0,1.0,1.0,"Yes, I observed",Yes,Yes,7.0,No,No response,Yes,1,Unknown,Sometimes,Often,Yes,No,No,Yes,Very easy
31.0,Female,United States of America,No,0,6-25,True,0.0,0.0,0.0,0.0,2.0,1.0,No,No,Yes,5.0,No,No response,No,0,Unknown,Not applicable to me,Often,No,No,No,I don't know,Very easy
27.0,Male,India,No,0,More than 1000,False,2.0,2.0,0.0,0.0,2.0,4.0,"Yes, I observed",No,"No, none of my previous supervisors",5.0,Possibly,No response,No,0,Unknown,Sometimes,Sometimes,I don't know,No,No,I don't know,Somewhat difficult
48.0,Male,United States of America,No,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,"No, none of my previous supervisors",Unknown,No,No response,No,0,Yes,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
50.0,Male,India,No,1,Unknown,Unknown,,,,,,,I've always been self-employed,Unknown,Yes,Unknown,No,No response,No,0,Unsure,Never,Never,Unknown,Unknown,Unknown,Unknown,Unknown
30.0,Female,India,No,0,More than 1000,True,0.0,0.0,0.0,0.0,1.0,5.0,Maybe/Not sure,Maybe,I don't know,3.0,Possibly,No response,No,0,Unknown,Often,Often,No,No,No,Yes,Difficult
24.0,Female,United States of America,Yes,0,More than 1000,True,1.0,1.0,1.0,0.0,1.0,4.0,Maybe/Not sure,No,Some of my previous supervisors,3.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,No,Yes,Somewhat difficult
45.0,Male,United States of America,Yes,1,Unknown,Unknown,,,,,,,Maybe/Not sure,Unknown,"No, none of my previous supervisors",Unknown,Don't Know,No response,Don't Know,0,Yes,Not applicable to me,Sometimes,Unknown,Unknown,Unknown,Unknown,Unknown
24.0,Female,Russia,Yes,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,"Yes, all of my previous supervisors",Unknown,Yes,Yes,Yes,1,Yes,Never,Never,Unknown,Unknown,Unknown,Unknown,Unknown
46.0,Male,India,Yes,1,Unknown,Unknown,,,,,,,"Yes, I experienced",Unknown,Yes,Unknown,Yes,No,Unknown,0,Yes,Often,Often,Unknown,Unknown,Unknown,Unknown,Unknown
25.0,Female,Canada,Yes,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,Yes,No,Unknown,0,Yes,Often,Sometimes,Unknown,Unknown,Unknown,Unknown,Unknown
25.0,Female,Canada,I don't know,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Yes,Unknown,Don't Know,No response,No,0,Yes,Rarely,Often,Unknown,Unknown,Unknown,Unknown,Unknown
35.0,Male,United States of America,Yes,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Some of my previous supervisors,Unknown,Possibly,No response,Possibly,1,Yes,Sometimes,Often,Unknown,Unknown,Unknown,Unknown,Unknown
34.0,Female,Ireland,No,1,Unknown,Unknown,,,,,,,Maybe/Not sure,Unknown,Yes,Unknown,No,No response,No,0,Yes,Often,Sometimes,Unknown,Unknown,Unknown,Unknown,Unknown
23.0,Female,Turkey,No,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,No,No response,No,0,Yes,Rarely,Often,Unknown,Unknown,Unknown,Unknown,Unknown
42.0,Female,United States of America,Yes,1,Unknown,Unknown,,,,,,,Maybe/Not sure,Unknown,"No, none of my previous supervisors",Unknown,Yes,Yes,Yes,1,Yes,Rarely,Often,Unknown,Unknown,Unknown,Unknown,Unknown
54.0,Male,United States of America,Yes,1,Unknown,Unknown,,,,,,,Maybe/Not sure,Unknown,"No, none of my previous supervisors",Unknown,Yes,Yes,Possibly,1,Yes,Sometimes,Often,Unknown,Unknown,Unknown,Unknown,Unknown
40.0,Female,Canada,Yes,1,Unknown,Unknown,,,,,,,No,Unknown,I don't know,Unknown,No,No response,No,0,Yes,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
36.0,Female,United States of America,Yes,1,Unknown,Unknown,,,,,,,"Yes, I experienced",Unknown,Some of my previous supervisors,Unknown,Yes,Yes,Yes,1,Yes,Sometimes,Often,Unknown,Unknown,Unknown,Unknown,Unknown
30.0,Male,Australia,I don't know,1,Unknown,Unknown,,,,,,,"Yes, I experienced",Unknown,Some of my previous supervisors,Unknown,Yes,Yes,Yes,1,Unsure,Rarely,Sometimes,Unknown,Unknown,Unknown,Unknown,Unknown
22.0,Male,Mongolia,Yes,1,Unknown,Unknown,,,,,,,"Yes, I experienced",Unknown,Some of my previous supervisors,Unknown,Yes,Yes,Yes,0,Unsure,Never,Rarely,Unknown,Unknown,Unknown,Unknown,Unknown
21.0,Female,United States of America,Yes,1,Unknown,Unknown,,,,,,,No,Unknown,Some of my previous supervisors,Unknown,Yes,Yes,Yes,1,Yes,Sometimes,Often,Unknown,Unknown,Unknown,Unknown,Unknown
46.0,Male,United States of America,Yes,1,Unknown,Unknown,,,,,,,No,Unknown,"No, none of my previous supervisors",Unknown,Yes,Yes,Yes,1,Yes,Never,Never,Unknown,Unknown,Unknown,Unknown,Unknown
63.0,Male,United Kingdom,No,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Some of my previous supervisors,Unknown,No,No response,Yes,1,Yes,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
20.0,Male,Cameroon,No,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Yes,Unknown,Yes,Yes,Don't Know,0,Yes,Sometimes,Often,Unknown,Unknown,Unknown,Unknown,Unknown
24.0,Male,Pakistan,No,1,Unknown,Unknown,,,,,,,No,Unknown,"Yes, all of my previous supervisors",Unknown,No,No response,Yes,1,Unsure,Rarely,Rarely,Unknown,Unknown,Unknown,Unknown,Unknown
44.0,Male,Brazil,I don't know,1,Unknown,Unknown,,,,,,,I've always been self-employed,Unknown,Yes,Unknown,Don't Know,No response,Possibly,0,Yes,Sometimes,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
35.0,Male,India,I don't know,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Some of my previous supervisors,Unknown,Possibly,No response,Yes,1,Yes,Often,Often,Unknown,Unknown,Unknown,Unknown,Unknown
30.0,Female,Australia,No,1,Unknown,Unknown,,,,,,,Maybe/Not sure,Unknown,Some of my previous supervisors,Unknown,No,No response,No,0,Not applicable to me,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
23.0,Female,Russia,I don't know,1,Unknown,Unknown,,,,,,,Maybe/Not sure,Unknown,Some of my previous supervisors,Unknown,Possibly,No response,Yes,1,Yes,Rarely,Often,Unknown,Unknown,Unknown,Unknown,Unknown
26.0,Male,United States of America,Yes,0,More than 1000,0.0,1.0,1.0,0.0,1.0,2.0,1.0,"Yes, I observed",Maybe,"No, none of my previous supervisors",4.0,Possibly,No response,Possibly,0,Unknown,Sometimes,Sometimes,Yes,No,Yes,I don't know,Very easy
32.0,Male,India,No,0,500-1000,1.0,0.0,1.0,0.0,2.0,2.0,2.0,No,Yes,"No, none of my previous supervisors",8.0,Don't Know,No response,No,0,Unknown,Never,Never,No,No,I don't know,I don't know,Somewhat easy
34.0,Male,United States of America,I don't know,0,6-25,1.0,2.0,0.0,0.0,0.0,2.0,1.0,Maybe/Not sure,No,"No, none of my previous supervisors",2.0,Possibly,No response,No,0,Unknown,Rarely,Sometimes,I don't know,No,No,I don't know,Very easy
44.0,Female,United States of America,Yes,0,26-100,1.0,1.0,2.0,1.0,2.0,2.0,2.0,No,Maybe,Some of my previous supervisors,8.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,I don't know,I don't know,Somewhat easy
33.0,Male,India,No,0,500-1000,1.0,0.0,1.0,0.0,0.0,1.0,5.0,No,No,Some of my previous supervisors,6.0,Possibly,No response,No,1,Unknown,Often,Often,No,No,No,Yes,Difficult
38.0,Male,Philippines,I don't know,0,More than 1000,1.0,1.0,1.0,0.0,1.0,1.0,3.0,"Yes, I experienced",Maybe,Some of my previous supervisors,8.0,Yes,Yes,No,1,Unknown,Sometimes,Often,Yes,No,Yes,Yes,Neither easy nor difficult
45.0,Male,United States of America,No,0,More than 1000,0.0,2.0,0.0,0.0,0.0,1.0,4.0,Maybe/Not sure,No,Yes,0.0,Yes,Yes,No,0,Unknown,Rarely,Rarely,I don't know,No,No,Yes,Somewhat difficult
27.0,Female,India,No,0,More than 1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,Maybe,Yes,9.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Very easy
21.0,Male,Sri Lanka,I don't know,0,26-100,1.0,2.0,0.0,0.0,2.0,1.0,2.0,No,No,Yes,5.0,Don't Know,No response,Don't Know,0,Unknown,Not applicable to me,Never,I don't know,No,I don't know,Yes,Somewhat easy
30.0,Female,United States of America,No,0,More than 1000,1.0,2.0,0.0,0.0,0.0,2.0,3.0,Maybe/Not sure,No,Yes,4.0,Possibly,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Neither easy nor difficult
44.0,Male,India,No,0,More than 1000,0.0,2.0,0.0,0.0,0.0,1.0,4.0,No,Maybe,"No, none of my previous supervisors",9.0,No,No response,No,0,Unknown,Often,Often,I don't know,No,No,Yes,Somewhat difficult
32.0,Male,Brazil,No,0,More than 1000,0.0,1.0,1.0,1.0,1.0,2.0,2.0,Maybe/Not sure,Maybe,Yes,5.0,Possibly,No response,No,0,Unknown,Often,Often,Yes,Yes,Yes,I don't know,Somewhat easy
39.0,Female,India,No,0,More than 1000,1.0,1.0,1.0,0.0,1.0,1.0,5.0,"Yes, I experienced",No,Yes,8.0,No,No response,No,0,Unknown,Rarely,Often,Yes,No,Yes,Yes,Difficult
27.0,Female,Poland,I don't know,0,100-500,0.0,0.0,0.0,1.0,0.0,2.0,,Maybe/Not sure,No,"No, none of my previous supervisors",4.0,Yes,Yes,Yes,1,Unknown,Often,Often,No,Yes,No,I don't know,I don't know
34.0,Male,United States of America,I don't know,0,More than 1000,1.0,1.0,1.0,1.0,1.0,2.0,2.0,"Yes, I experienced",Maybe,Some of my previous supervisors,7.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,Yes,I don't know,Somewhat easy
30.0,Male,Taiwan,No,0,26-100,1.0,0.0,0.0,0.0,0.0,2.0,,No,Maybe,Yes,3.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,No,No,No,I don't know,I don't know
24.0,Male,Australia,I don't know,0,26-100,1.0,0.0,0.0,,0.0,2.0,5.0,"Yes, I observed",Yes,"Yes, all of my previous supervisors",3.0,Possibly,No response,Possibly,1,Unknown,Sometimes,Often,No,Unknown,No,I don't know,Difficult
50.0,Male,India,No,0,More than 1000,1.0,,2.0,0.0,0.0,2.0,5.0,No,No,"No, none of my previous supervisors",5.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Not eligible for coverage / NA,No,No,I don't know,Difficult
27.0,Male,United States of America,No,0,More than 1000,1.0,1.0,1.0,1.0,1.0,2.0,1.0,No,Maybe,Some of my previous supervisors,7.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,I don't know,Very easy
